# test_id(0) nb_it(1) time(2) mean_time(3) std_time(4) min_time(5) max_time(6) nb_diffusion_it(7) diffusion_time(8) mean_diffusion_time(9) std_diffusion_time(10) min_diffusion_time(11) max_diffusion_time(12) nb_extension_it(13) extension_time(14) mean_extension_time(15) std_extension_time(16) min_extension_time(17) max_extension_time(18) nb_nodes(19) path_lenth(20) nb_path_config(21) optim_time(22) optim_path_length(23) nb_optim_path_config(24)
371 6 1.05585 0.175976 0.104189 0.051372 0.367558 6 0.539046 0.089841 0.0405037 0.027077 0.143571 6 0.269502 0.044917 0.0202519 0.013535 0.071782 8 3.15841 4 1.00989 3.05826 3
372 28 1.94893 0.0696047 0.0855184 0.006065 0.334607 28 1.05923 0.0378295 0.0467749 0.004041 0.215688 28 0.529533 0.0189119 0.0233873 0.002018 0.107841 15 3.25983 7 1.45957 2.99054 4
373 16 1.76486 0.110304 0.0843085 0.007245 0.282706 16 0.914875 0.0571797 0.0405947 0.004827 0.139909 16 0.457391 0.0285869 0.0202972 0.002411 0.069951 14 3.20567 5 1.43896 3.03746 4
374 2 0.366433 0.183217 0.135557 0.047659 0.318774 2 0.112099 0.0560495 0.0277145 0.028335 0.083764 2 0.056043 0.0280215 0.0138575 0.014164 0.041879 4 3.13313 3 0.80818 3.01822 3
375 13 1.3514 0.103954 0.138741 0.005097 0.548902 13 0.650384 0.0500295 0.0454837 0.003395 0.160324 13 0.325149 0.0250115 0.0227415 0.001694 0.080158 10 3.19446 6 1.24432 3.00987 3
376 3 0.425816 0.141939 0.0767582 0.052506 0.239938 3 0.14077 0.0469233 0.0272225 0.027278 0.085419 3 0.070376 0.0234587 0.0136109 0.013636 0.042706 5 3.16028 5 1.27147 2.99561 3
377 14 1.59351 0.113822 0.076984 0.011857 0.253633 14 0.850483 0.0607488 0.0429914 0.007902 0.149318 14 0.425199 0.0303714 0.0214956 0.003948 0.074656 13 3.23102 4 0.613645 2.98249 3
378 2 0.627953 0.313976 0.201609 0.112368 0.515585 2 0.288496 0.144248 0.072758 0.07149 0.217006 2 0.14424 0.07212 0.036379 0.035741 0.108499 4 3.23882 4 1.08259 2.97054 3
379 22 2.00638 0.091199 0.0938941 0.006057 0.360574 22 1.12408 0.0510947 0.0555716 0.004035 0.232989 22 0.561975 0.0255443 0.0277856 0.002015 0.116491 14 3.36495 7 0.669942 3.02461 4
380 1 0.50147 0.50147 -nan 0.50147 0.50147 1 0.201628 0.201628 1.80593e-09 0.201628 0.201628 1 0.10081 0.10081 -nan 0.10081 0.10081 3 3.06483 3 0.9843 3.04825 3
381 2 0.432333 0.216167 0.106186 0.10998 0.322353 2 0.131987 0.0659935 0.0039155 0.062078 0.069909 2 0.065987 0.0329935 0.0019575 0.031036 0.034951 4 3.0136 3 0.949798 3.04761 3
382 10 1.21702 0.121702 0.161355 0.006068 0.544937 10 0.575684 0.0575684 0.0668301 0.004043 0.228188 10 0.287812 0.0287812 0.0334146 0.002019 0.11409 8 3.20254 5 1.60126 3.05916 4
383 3 0.743363 0.247788 0.0720951 0.182248 0.348196 3 0.277887 0.092629 0.000802237 0.091498 0.093272 3 0.138933 0.046311 0.000401487 0.045745 0.046633 5 3.12153 4 0.786535 3.019 3
384 4 0.745886 0.186471 0.0921808 0.122121 0.345373 4 0.352453 0.0881132 0.0101066 0.074488 0.10215 4 0.176212 0.044053 0.0050531 0.037241 0.051071 6 3.22862 5 1.1036 2.98789 4
385 3 0.924106 0.308035 0.282476 0.070537 0.704966 3 0.454515 0.151505 0.119823 0.043634 0.318618 3 0.227247 0.075749 0.059911 0.021814 0.159305 5 3.27892 5 1.93123 3.07614 4
386 1 0.594032 0.594032 3.52424e-09 0.594032 0.594032 1 0.248404 0.248404 9.11776e-10 0.248404 0.248404 1 0.124198 0.124198 -nan 0.124198 0.124198 3 3.15785 3 0.995837 2.9979 3
387 10 2.41329 0.241329 0.192426 0.00568 0.489497 10 1.27113 0.127113 0.107242 0.003784 0.313487 10 0.635527 0.0635527 0.0536206 0.001889 0.156739 9 3.40234 6 1.71679 3.01185 4
388 8 1.44941 0.181176 0.129084 0.048786 0.453756 8 0.783517 0.0979396 0.0573833 0.028929 0.188315 8 0.391736 0.048967 0.0286914 0.014462 0.094154 10 3.16438 4 1.29697 3.02496 4
389 3 0.947601 0.315867 0.0240686 0.283606 0.341398 3 0.426743 0.142248 0.0621782 0.060507 0.21119 3 0.21336 0.07112 0.0310889 0.03025 0.105591 5 3.23686 4 2.17042 3.0698 4
390 3 0.735219 0.245073 0.164392 0.012589 0.361822 3 0.295251 0.098417 0.0863758 0.008389 0.214932 3 0.147616 0.0492053 0.0431881 0.004191 0.107463 4 3.34012 4 1.91182 3.0292 4
391 3 0.767152 0.255717 0.193406 0.097514 0.528049 3 0.342492 0.114164 0.057209 0.061187 0.193609 3 0.171233 0.0570777 0.0286044 0.030589 0.0968 5 3.08089 3 1.06975 3.00938 3
392 1 0.241215 0.241215 1.1151e-09 0.241215 0.241215 1 0.029903 0.029903 1.82349e-10 0.029903 0.029903 1 0.014948 0.014948 9.23091e-11 0.014948 0.014948 3 3.11406 3 0.687682 2.9787 3
393 6 0.710617 0.118436 0.144928 0.010703 0.434033 6 0.309627 0.0516045 0.045242 0.007132 0.142821 6 0.154795 0.0257992 0.0226207 0.003563 0.071407 6 3.0825 3 0.979748 3.02288 3
394 6 1.09569 0.182614 0.0788854 0.090821 0.281409 6 0.54204 0.09034 0.0436472 0.053096 0.177287 6 0.271 0.0451667 0.0218234 0.026545 0.08864 8 3.1344 5 1.23569 3.03862 4
395 9 1.15504 0.128338 0.134634 0.046714 0.503908 9 0.559122 0.0621247 0.0435119 0.025885 0.178743 9 0.279531 0.031059 0.0217559 0.01294 0.089368 11 3.19735 7 1.68143 3.05663 4
396 7 1.05123 0.150175 0.162777 0.004971 0.500117 7 0.500776 0.0715394 0.0597148 0.003311 0.165438 7 0.250367 0.0357667 0.0298573 0.001653 0.082716 7 3.24307 4 0.846042 3.00944 3
397 1 0.593399 0.593399 -nan 0.593399 0.593399 1 0.255598 0.255598 9.03949e-10 0.255598 0.255598 1 0.127795 0.127795 8.06317e-10 0.127795 0.127795 3 3.20354 3 1.02783 3.00539 3
