# test_id(0) nb_it(1) time(2) mean_time(3) std_time(4) min_time(5) max_time(6) nb_diffusion_it(7) diffusion_time(8) mean_diffusion_time(9) std_diffusion_time(10) min_diffusion_time(11) max_diffusion_time(12) nb_extension_it(13) extension_time(14) mean_extension_time(15) std_extension_time(16) min_extension_time(17) max_extension_time(18) nb_nodes(19) path_lenth(20) nb_path_config(21) optim_time(22) optim_path_length(23) nb_optim_path_config(24)
448 5 0.424333 0.0848666 0.0831553 0.010968 0.229858 5 0.234025 0.046805 0.0434253 0.007309 0.121395 5 0.116963 0.0233926 0.0217086 0.003652 0.060683 4 3.43762 4 1.49735 3.01502 3
449 57 2.4515 0.0430087 0.0550122 0.005846 0.324268 57 1.42898 0.0250699 0.0248782 0.003895 0.138168 57 0.714194 0.0125297 0.0124356 0.001945 0.069069 6 3.48983 5 1.4469 3.0184 4
450 8 0.471045 0.0588806 0.0573912 0.011249 0.177729 8 0.25926 0.0324075 0.0267819 0.007496 0.080609 8 0.12957 0.0161962 0.0133864 0.003745 0.04029 4 3.44833 4 1.29402 3.05831 3
451 29 1.71785 0.0592361 0.0961742 0.005824 0.501824 29 0.85499 0.0294824 0.0314016 0.00388 0.138191 29 0.427298 0.0147344 0.0156962 0.001937 0.069079 4 3.22256 4 1.04362 2.99569 3
452 12 1.44372 0.12031 0.13406 0.013595 0.533025 12 0.769972 0.0641643 0.0639659 0.00906 0.248904 12 0.384858 0.0320715 0.0319806 0.004527 0.124438 6 3.29927 5 1.59786 3.0337 4
453 26 1.12158 0.0431376 0.0571195 0.005659 0.249383 26 0.655877 0.025226 0.0312468 0.00377 0.151787 26 0.327808 0.012608 0.0156198 0.001882 0.075878 4 3.44082 4 0.759283 3.01377 3
454 7 0.590023 0.084289 0.0623335 0.010331 0.172278 7 0.292822 0.0418317 0.0291814 0.006884 0.078939 7 0.146345 0.0209064 0.0145861 0.003438 0.039456 6 3.66432 6 1.38668 3.01119 4
455 5 0.928675 0.185735 0.0884609 0.108974 0.349085 5 0.472356 0.0944712 0.023427 0.064987 0.12284 5 0.236108 0.0472216 0.0117131 0.032481 0.061406 4 3.13324 4 0.925046 3.03859 3
456 7 0.405492 0.0579274 0.0648037 0.007015 0.190216 7 0.22712 0.0324457 0.0359232 0.004673 0.113208 7 0.113512 0.016216 0.017957 0.002332 0.056588 4 3.52669 4 0.915844 2.98765 3
457 10 0.719623 0.0719623 0.124556 0.005088 0.427454 10 0.39451 0.039451 0.0621147 0.003388 0.214455 10 0.197201 0.0197201 0.0310534 0.00169 0.107213 4 3.63903 4 1.94093 3.07085 4
458 20 0.682916 0.0341458 0.0355638 0.005254 0.147682 20 0.420603 0.0210302 0.0188054 0.0035 0.077597 20 0.21022 0.010511 0.00939958 0.001747 0.038784 4 3.38286 4 1.11604 3.01137 3
459 89 4.54974 0.0511207 0.0814612 0.007482 0.620154 89 2.7137 0.030491 0.0387186 0.004985 0.2603 89 1.35641 0.0152405 0.0193556 0.00249 0.130134 7 3.78846 6 2.34343 3.07686 4
460 37 1.15862 0.0313141 0.0396058 0.006491 0.17386 37 0.723887 0.0195645 0.0222534 0.004325 0.101147 37 0.361786 0.009778 0.0111235 0.00216 0.05056 4 3.35198 4 1.19974 2.99227 3
461 8 1.13205 0.141506 0.161679 0.005673 0.505289 8 0.681533 0.0851916 0.0984432 0.003779 0.311729 8 0.340685 0.0425856 0.0492163 0.001886 0.155849 4 3.53252 4 1.43403 2.97899 3
462 4 0.476844 0.119211 0.111831 0.008348 0.282317 4 0.274472 0.068618 0.0625699 0.005562 0.159183 4 0.137193 0.0342982 0.0312794 0.002777 0.079575 4 3.56875 4 1.50611 3.02259 4
463 7 1.2182 0.174029 0.0884919 0.077842 0.373384 7 0.583006 0.0832866 0.0264761 0.045108 0.119839 7 0.291408 0.0416297 0.0132375 0.022542 0.059905 6 3.50276 4 0.955051 3.04783 3
464 14 1.09289 0.0780639 0.0887249 0.008323 0.320755 14 0.584554 0.0417539 0.0385742 0.005546 0.108989 14 0.292175 0.0208696 0.0192822 0.00277 0.05448 4 3.50103 4 0.886929 3.06918 3
465 6 0.699858 0.116643 0.178962 0.009871 0.50403 6 0.315688 0.0526147 0.0702346 0.006578 0.199696 6 0.157802 0.0263003 0.0351126 0.003286 0.099833 3 3.14257 3 0.837408 3.01104 3
466 6 0.577333 0.0962222 0.12645 0.006016 0.363811 6 0.285078 0.047513 0.0534442 0.004007 0.155735 6 0.142496 0.0237493 0.0267175 0.002 0.077853 4 3.47832 4 1.38098 3.04666 4
467 7 0.645186 0.0921694 0.112252 0.006292 0.306095 7 0.287002 0.0410003 0.0473781 0.004192 0.136184 7 0.143439 0.0204913 0.0236839 0.002093 0.068076 3 3.07719 3 1.07752 3.0456 3
468 6 0.769066 0.128178 0.0892182 0.018742 0.271656 6 0.407776 0.0679627 0.0434738 0.012491 0.136451 6 0.20382 0.03397 0.0217322 0.006241 0.06821 6 3.9219 6 0.998792 3.00243 3
469 4 0.464818 0.116205 0.0885752 0.01347 0.25747 4 0.178359 0.0445897 0.0217621 0.008976 0.066075 4 0.089134 0.0222835 0.0108769 0.004484 0.033023 4 3.35354 4 0.94655 3.01988 3
470 2 0.291519 0.14576 0.0051355 0.140624 0.150895 2 0.157616 0.078808 0.000485 0.078323 0.079293 2 0.07878 0.03939 0.000243 0.039147 0.039633 4 3.30083 4 0.883522 3.01325 3
471 32 1.64526 0.0514145 0.0881817 0.005882 0.447964 32 0.868844 0.0271514 0.0361409 0.003918 0.150883 32 0.434234 0.0135698 0.0180663 0.001955 0.075426 8 3.94263 6 1.68851 3.03802 4
472 19 1.6351 0.086058 0.16523 0.006887 0.749609 19 0.693101 0.036479 0.041479 0.004589 0.155752 19 0.346429 0.0182331 0.020735 0.002292 0.077862 3 3.08822 3 0.971708 3.04724 3
473 6 0.5799 0.09665 0.091022 0.00545 0.256714 6 0.292512 0.048752 0.039903 0.003629 0.100139 6 0.146204 0.0243673 0.0199468 0.00181 0.050056 4 3.46368 4 0.861118 3.09224 3
474 73 3.36466 0.0460912 0.055349 0.005818 0.266003 73 1.9358 0.0265179 0.0302494 0.003876 0.172381 73 0.967437 0.0132526 0.0151211 0.001935 0.086177 12 3.61117 9 1.67215 3.03982 4
475 24 1.17813 0.0490886 0.0776504 0.009105 0.38593 24 0.549404 0.0228918 0.0247771 0.006059 0.124062 24 0.274547 0.0114395 0.0123855 0.003015 0.062016 5 3.41735 5 1.6708 3.06017 3
476 7 0.559834 0.0799763 0.0674359 0.01593 0.224954 7 0.248315 0.0354736 0.0194353 0.010617 0.06772 7 0.124091 0.0177273 0.00971284 0.005305 0.033845 4 3.39812 4 1.11836 3.0472 3
477 48 2.02562 0.0422004 0.0661479 0.005635 0.360381 48 1.22004 0.0254175 0.0359329 0.003754 0.211671 48 0.609794 0.012704 0.0179633 0.001874 0.105821 5 3.25237 4 0.696759 3.06287 3
478 9 1.20962 0.134402 0.17425 0.010464 0.587073 9 0.722476 0.0802751 0.105355 0.006973 0.353686 9 0.361152 0.040128 0.0526735 0.003484 0.176827 6 3.87143 6 1.30947 3.09111 4
479 3 0.490675 0.163558 0.0769207 0.103919 0.272166 3 0.161456 0.0538187 0.00668345 0.04901 0.06327 3 0.080675 0.0268917 0.00333936 0.02449 0.031614 4 3.44561 4 0.92679 3.06117 3
480 18 1.01493 0.0563852 0.0977867 0.006092 0.407081 18 0.531764 0.0295424 0.0401889 0.004059 0.143176 18 0.265792 0.0147662 0.02009 0.002027 0.071574 4 3.7066 4 1.00031 3.03227 3
481 6 0.525523 0.0875872 0.0623421 0.021286 0.185008 6 0.321275 0.0535458 0.0378725 0.014188 0.110162 6 0.160587 0.0267645 0.0189323 0.007091 0.055068 4 3.44445 4 0.847495 3.02112 3
482 5 0.749812 0.149962 0.105844 0.043156 0.343835 5 0.349991 0.0699982 0.0356184 0.028768 0.119847 5 0.174938 0.0349876 0.0178065 0.014381 0.05991 6 4.03988 6 1.89815 3.07155 4
483 6 0.614499 0.102417 0.0975767 0.020143 0.279402 6 0.365505 0.0609175 0.0577807 0.013426 0.173461 6 0.182696 0.0304493 0.0288853 0.00671 0.086714 4 3.52596 4 1.19641 3.00926 3
484 21 1.8705 0.0890715 0.0986211 0.006165 0.439373 21 1.01819 0.0484853 0.046116 0.004107 0.181333 21 0.508901 0.0242334 0.0230536 0.002051 0.090651 8 3.55153 7 0.93396 3.00662 3
