# test_id(0) nb_it(1) time(2) mean_time(3) std_time(4) min_time(5) max_time(6) nb_diffusion_it(7) diffusion_time(8) mean_diffusion_time(9) std_diffusion_time(10) min_diffusion_time(11) max_diffusion_time(12) nb_extension_it(13) extension_time(14) mean_extension_time(15) std_extension_time(16) min_extension_time(17) max_extension_time(18) nb_nodes(19) path_lenth(20) nb_path_config(21) optim_time(22) optim_path_length(23) nb_optim_path_config(24)
54 65 9.13284 0.140505 0.119545 0.005343 0.510506 65 4.21622 0.064865 0.0594231 0.003559 0.25395 65 2.10789 0.0324291 0.0297112 0.001777 0.126971 47 4.5759 11 2.2701 4.07662 4
55 65 8.35237 0.128498 0.118889 0.004914 0.544351 65 4.24863 0.0653635 0.0606442 0.003273 0.259124 65 2.12409 0.0326784 0.0303217 0.001633 0.129557 41 4.51057 11 2.05637 4.15488 4
56 6206 330.778 0.0532998 0.0663821 0.004402 0.689794 6206 186.665 0.0300782 0.0347498 0.002932 0.384234 6206 93.3125 0.0150359 0.0173747 0.001463 0.192112 1412 7.77508 76 2.16017 6.01841 4
57 6 1.26096 0.210159 0.144701 0.016411 0.469754 6 0.470225 0.0783708 0.0572879 0.010935 0.191597 6 0.235085 0.0391808 0.0286444 0.00546 0.095794 7 4.45079 6 2.24967 4.0139 4
58 14 2.94689 0.210492 0.128647 0.017046 0.481113 14 1.33316 0.0952258 0.0640755 0.01136 0.225852 14 0.666525 0.0476089 0.0320376 0.005675 0.112922 14 4.17781 6 2.33152 4.03367 4
59 733 56.4824 0.0770565 0.0840504 0.004821 0.572093 733 29.8786 0.0407621 0.0431621 0.003211 0.33307 733 14.937 0.0203779 0.0215807 0.001603 0.166531 276 4.73504 23 3.18085 4.49882 4
60 163 18.844 0.115607 0.113344 0.005452 0.679727 163 8.7838 0.0538883 0.0554809 0.003632 0.341997 163 4.39135 0.0269408 0.0277401 0.001813 0.170994 94 4.84362 11 2.61521 4.29055 4
61 261 25.2071 0.096579 0.104784 0.00462 0.526268 261 12.2384 0.0468906 0.0519091 0.003077 0.269698 261 6.11837 0.023442 0.0259542 0.001535 0.134845 121 4.37268 13 2.65489 4.05932 4
62 3059 163.003 0.0532865 0.0672953 0.004472 0.669285 3059 92.473 0.0302298 0.0358809 0.002979 0.415872 3059 46.2268 0.0151118 0.0179402 0.001487 0.207932 734 7.41359 64 3.11121 6.37603 4
63 256 24.512 0.0957502 0.120699 0.004457 0.67686 256 12.3565 0.0482677 0.0612112 0.002969 0.401892 256 6.17742 0.0241305 0.0306053 0.001482 0.200942 114 4.22165 10 3.26571 4.10229 4
64 778 57.71 0.0741774 0.0856215 0.004529 0.52768 778 30.6129 0.0393482 0.0433179 0.003017 0.304177 778 15.304 0.0196709 0.0216586 0.001506 0.152085 289 4.40564 19 2.55205 4.15233 4
65 47 6.6173 0.140794 0.150136 0.006329 0.689168 47 3.15754 0.0671817 0.0721248 0.004215 0.378105 47 1.57859 0.0335871 0.036062 0.002102 0.189048 29 4.34725 10 2.21975 4.07341 4
66 183 19.8279 0.108349 0.109309 0.005336 0.487039 183 9.84941 0.0538219 0.0579682 0.003555 0.294802 183 4.9241 0.0269077 0.0289837 0.001775 0.147397 93 5.23611 20 3.35942 4.17082 4
67 31 6.23438 0.201109 0.13879 0.005554 0.558245 31 2.59961 0.0838584 0.0628264 0.0037 0.270288 31 1.29969 0.0419254 0.0314129 0.001847 0.135139 29 4.31686 7 2.96942 4.04344 3
68 62 6.94902 0.112081 0.12362 0.00553 0.459726 62 3.43896 0.0554671 0.0635458 0.003684 0.270064 62 1.71927 0.0277302 0.0317725 0.001839 0.135028 33 4.4301 13 2.5191 4.2116 4
69 704 49.2606 0.0699724 0.0813217 0.004589 0.467368 704 27.0531 0.0384276 0.0435162 0.003057 0.30419 704 13.5243 0.0192106 0.0217578 0.001526 0.152091 254 6.42972 38 2.88873 5.59576 4
70 3114 156.525 0.0502649 0.0634399 0.004571 0.669999 3114 88.7843 0.0285113 0.0328308 0.003045 0.406717 3114 44.3823 0.0142525 0.0164151 0.00152 0.203354 703 5.74936 43 2.66217 5.97145 4
71 35 6.07583 0.173595 0.119151 0.009925 0.493031 35 2.96396 0.0846845 0.0630196 0.006614 0.298911 35 1.48185 0.0423385 0.0315094 0.003304 0.149451 31 4.50198 9 3.02149 4.02511 4
72 2 0.971107 0.485553 0.235635 0.249919 0.721188 2 0.368008 0.184004 0.034216 0.149788 0.21822 2 0.183996 0.091998 0.017108 0.07489 0.109106 4 4.15759 4 1.83356 4.11557 4
73 2 0.641163 0.320582 0.0666035 0.253978 0.387185 2 0.210138 0.105069 0.030201 0.074868 0.13527 2 0.10506 0.05253 0.0151 0.03743 0.06763 4 4.11729 4 3.40986 4.045 4
74 2954 156.899 0.0531142 0.0642598 0.004579 0.666955 2954 89.1639 0.0301841 0.0336529 0.00305 0.296793 2954 44.5728 0.015089 0.0168262 0.001522 0.148392 724 7.09805 55 3.83329 4.07854 3
75 36 6.23639 0.173233 0.156508 0.006793 0.804511 36 3.09048 0.0858467 0.0763323 0.004526 0.308522 36 1.54511 0.0429198 0.0381657 0.00226 0.154257 29 4.39205 6 2.6895 4.13493 4
76 243 23.9227 0.0984472 0.0932607 0.005418 0.490132 243 11.65 0.0479422 0.0458797 0.003609 0.2643 243 5.82416 0.0239678 0.0229395 0.001802 0.132146 128 4.57228 21 2.88957 4.05422 4
77 5217 277.262 0.0531459 0.0644572 0.004479 0.602941 5217 156.848 0.0300648 0.034207 0.002983 0.354438 5217 78.4072 0.0150292 0.0171032 0.001489 0.177214 1260 9.36807 86 4.52681 6.08873 4
78 1275 84.7842 0.0664974 0.0765154 0.004482 0.598392 1275 47.0753 0.0369218 0.0418135 0.002985 0.395471 1275 23.5336 0.0184577 0.0209065 0.00149 0.197731 440 4.67044 20 2.3215 4.17066 4
79 81 11.9406 0.147415 0.142543 0.006638 0.70474 81 5.47258 0.0675627 0.076671 0.004423 0.448193 81 2.73601 0.033778 0.0383352 0.002209 0.224092 53 4.22114 8 1.60332 4.08031 4
80 793 53.7322 0.0677581 0.0786805 0.004558 0.500831 793 28.2187 0.0355847 0.0387958 0.003036 0.263547 793 14.1068 0.0177892 0.0193976 0.001515 0.13177 270 4.37707 21 2.2435 4.08014 4
81 50 6.48986 0.129797 0.11206 0.005524 0.434763 50 3.03927 0.0607854 0.0534733 0.00368 0.222945 50 1.51947 0.0303893 0.0267362 0.001837 0.111468 31 4.40757 9 4.95767 4.06122 4
82 3778 227.131 0.0601195 0.0694094 0.004483 0.60163 3778 125.783 0.0332936 0.0358651 0.002986 0.346139 3778 62.8795 0.0166436 0.0179322 0.00149 0.173065 1072 8.78986 85 5.84823 6.97128 4
83 4352 270.608 0.0621802 0.0858728 0.004445 0.800448 4352 133.813 0.0307475 0.0358961 0.002961 0.499292 4352 66.8926 0.0153705 0.0179478 0.001478 0.249642 1098 7.63205 74 4.49352 5.23613 4
84 411 34.0314 0.0828015 0.0956271 0.00467 0.729668 411 16.4455 0.0400134 0.0444855 0.003111 0.258917 411 8.22146 0.0200035 0.0222424 0.001553 0.129454 165 5.12496 15 3.15757 4.66788 4
85 18 2.58236 0.143464 0.148623 0.007695 0.539048 18 1.18688 0.0659376 0.0621993 0.005127 0.223331 18 0.593372 0.0329651 0.0310995 0.00256 0.111662 12 4.37493 7 2.04913 4.05911 4
86 1155 71.3094 0.0617398 0.0712234 0.004524 0.57267 1155 38.9565 0.0337286 0.0373628 0.003013 0.377735 1155 19.4747 0.0168612 0.0186811 0.001504 0.188863 352 4.46113 28 3.86404 4.11576 4
87 33 4.0782 0.123582 0.108975 0.007111 0.315649 33 1.82678 0.0553569 0.0515759 0.004738 0.18889 33 0.913275 0.027675 0.0257876 0.002366 0.094441 20 4.37062 9 2.63854 4.07847 4
88 105 10.6095 0.101042 0.117501 0.005345 0.575124 105 5.55972 0.0529497 0.0600472 0.003561 0.287154 105 2.77952 0.0264716 0.0300232 0.001778 0.143573 51 4.64359 19 3.62578 4.13531 3
89 128 14.0455 0.109731 0.105122 0.00535 0.535783 128 6.97039 0.0544561 0.0539003 0.003564 0.289861 128 3.48477 0.0272248 0.0269498 0.001779 0.144927 75 4.58567 11 2.81676 4.04665 3
90 287 25.2262 0.0878961 0.100197 0.00448 0.578822 287 11.9155 0.0415174 0.0452072 0.002984 0.254013 287 5.95684 0.0207555 0.0226033 0.001489 0.127002 124 4.62028 16 2.7876 4.28914 5
91 1355 95.5601 0.0705241 0.0839478 0.004557 0.973343 1355 51.7399 0.0381844 0.045324 0.003035 0.617003 1355 25.8656 0.019089 0.0226617 0.001515 0.308497 481 5.61582 51 1.77926 5.5947 4
